feature,importance_mean,importance_std
SRC_DS_FIN_CRDT_LIM,0.17059259259259257,0.012628706385283751
SRC_DS_SCORE,0.03744444444444448,0.0067899102098949865
SRC_DS_MUL_SIM_FLG,0.005925925925925968,0.0038738687007386346
SRC_DS_PREV_LIM,0.0,0.0
